Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
IRL,1994-01-01,1994-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,41.860000,I
IRL,1995-01-01,1995-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,48.110000,I
IRL,1996-01-01,1996-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,49.590000,I
IRL,1997-01-01,1997-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,44.460000,I
IRL,1998-01-01,1998-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,47.300000,I
IRL,1999-01-01,1999-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,44.460000,I
IRL,2000-01-01,2000-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,50.150000,I
IRL,2001-01-01,2001-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,62.890000,I
IRL,2002-01-01,2002-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,65.790000,I
IRL,2003-01-01,2003-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,60.190000,I
IRL,2004-01-01,2004-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,55.070000,I
IRL,2005-01-01,2005-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,66.990000,I
IRL,2006-01-01,2006-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,76.400000,I
IRL,2007-01-01,2007-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,86.650000,I
IRL,2008-01-01,2008-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,91.070000,I
IRL,2009-01-01,2009-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,91.720000,I
IRL,2010-01-01,2010-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,92.090000,I
IRL,2011-01-01,2011-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,93.370000,I
IRL,2012-01-01,2012-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,97.240000,I
IRL,2013-01-01,2013-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,98.440000,I
IRL,2014-01-01,2014-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,98.810000,I
IRL,2015-01-01,2015-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,99.730000,I
IRL,2016-01-01,2016-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,101.460000,I
IRL,2017-01-01,2017-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,100.850000,I
IRL,2018-01-01,2018-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,104.380000,I
IRL,2019-01-01,2019-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,96.740000,I
IRL,2020-01-01,2020-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,99.780000,I
IRL,2021-01-01,2021-12-31,104,'372,Ireland,397,'01232,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,97.870000,I
IRL,1991-01-01,1991-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,76.520000,I
IRL,1992-01-01,1992-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,72.530000,I
IRL,1993-01-01,1993-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,72.530000,I
IRL,1994-01-01,1994-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,61.210000,I
IRL,1995-01-01,1995-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,76.520000,I
IRL,1996-01-01,1996-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,62.550000,I
IRL,1997-01-01,1997-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,51.900000,I
IRL,1998-01-01,1998-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,53.240000,I
IRL,1999-01-01,1999-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,56.560000,I
IRL,2000-01-01,2000-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,53.900000,I
IRL,2001-01-01,2001-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,51.880000,I
IRL,2002-01-01,2002-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,51.080000,I
IRL,2003-01-01,2003-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,61.020000,I
IRL,2004-01-01,2004-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,66.470000,I
IRL,2005-01-01,2005-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,73.250000,I
IRL,2006-01-01,2006-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,83.140000,I
IRL,2007-01-01,2007-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,94.930000,I
IRL,2008-01-01,2008-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,101.670000,I
IRL,2009-01-01,2009-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,89.070000,I
IRL,2010-01-01,2010-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,90.020000,I
IRL,2011-01-01,2011-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,93.830000,I
IRL,2012-01-01,2012-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,106.360000,I
IRL,2013-01-01,2013-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,113.520000,I
IRL,2014-01-01,2014-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,104.280000,I
IRL,2015-01-01,2015-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,100.310000,I
IRL,2016-01-01,2016-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,95.410000,I
IRL,2017-01-01,2017-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,106.760000,I
IRL,2018-01-01,2018-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,104.640000,I
IRL,2019-01-01,2019-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,102.230000,I
IRL,2020-01-01,2020-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,99.970000,I
IRL,2021-01-01,2021-12-31,104,'372,Ireland,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,97.700000,I
"IRL,1991-01-01,1991-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,792.000000,A"
"IRL,1992-01-01,1992-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,694.000000,A"
"IRL,1993-01-01,1993-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,696.000000,A"
"IRL,1994-01-01,1994-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,726.000000,A"
"IRL,1995-01-01,1995-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,697.000000,A"
"IRL,1996-01-01,1996-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,788.000000,A"
"IRL,1997-01-01,1997-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,760.000000,A"
"IRL,1998-01-01,1998-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,732.000000,A"
"IRL,1999-01-01,1999-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,715.000000,A"
"IRL,2000-01-01,2000-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,688.100000,A"
"IRL,2001-01-01,2001-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,706.000000,A"
"IRL,2002-01-01,2002-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,896.500000,A"
"IRL,2003-01-01,2003-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,1031.000000,A"
"IRL,2004-01-01,2004-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,931.600000,A"
"IRL,2005-01-01,2005-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,912.300000,A"
"IRL,2006-01-01,2006-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,910.500000,A"
"IRL,2007-01-01,2007-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,1057.900000,A"
"IRL,2008-01-01,2008-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,1180.700000,A"
"IRL,2009-01-01,2009-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,1043.900000,A"
"IRL,2010-01-01,2010-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,1003.500000,A"
"IRL,2011-01-01,2011-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,1256.100000,A"
"IRL,2012-01-01,2012-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,1419.300000,A"
"IRL,2013-01-01,2013-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,1456.100000,A"
"IRL,1991-01-01,1991-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,1005.600000,A"
"IRL,1992-01-01,1992-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,881.200000,A"
"IRL,1993-01-01,1993-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,883.700000,A"
"IRL,1994-01-01,1994-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,921.800000,A"
"IRL,1995-01-01,1995-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,885.000000,A"
"IRL,1996-01-01,1996-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,1000.600000,A"
"IRL,1997-01-01,1997-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,965.000000,A"
"IRL,1998-01-01,1998-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,929.400000,A"
"IRL,1999-01-01,1999-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,907.900000,A"
"IRL,2000-01-01,2000-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,873.700000,A"
"IRL,2001-01-01,2001-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,896.500000,A"
"IRL,2002-01-01,2002-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,896.500000,A"
"IRL,2003-01-01,2003-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,1031.000000,A"
"IRL,2004-01-01,2004-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,931.600000,A"
"IRL,2005-01-01,2005-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,912.300000,A"
"IRL,2006-01-01,2006-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,910.500000,A"
"IRL,2007-01-01,2007-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,1057.900000,A"
"IRL,2008-01-01,2008-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,1180.700000,A"
"IRL,2009-01-01,2009-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,1043.900000,A"
"IRL,2010-01-01,2010-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,1003.500000,A"
"IRL,2011-01-01,2011-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,1256.100000,A"
"IRL,2012-01-01,2012-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,1419.300000,A"
"IRL,2013-01-01,2013-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,1456.100000,A"
"IRL,1991-01-01,1991-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,1274.700000,A"
"IRL,1992-01-01,1992-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,1180.800000,A"
"IRL,1993-01-01,1993-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,1027.700000,A"
"IRL,1994-01-01,1994-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,1085.800000,A"
"IRL,1995-01-01,1995-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,1117.400000,A"
"IRL,1996-01-01,1996-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,1260.800000,A"
"IRL,1997-01-01,1997-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,1152.100000,A"
"IRL,1998-01-01,1998-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,1042.300000,A"
"IRL,1999-01-01,1999-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,967.300000,A"
"IRL,2000-01-01,2000-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,804.900000,A"
"IRL,2001-01-01,2001-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,802.200000,A"
"IRL,2002-01-01,2002-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,843.700000,A"
"IRL,2003-01-01,2003-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,1163.700000,A"
"IRL,2004-01-01,2004-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,1156.700000,A"
"IRL,2005-01-01,2005-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,1134.500000,A"
"IRL,2006-01-01,2006-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,1142.300000,A"
"IRL,2007-01-01,2007-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,1448.000000,A"
"IRL,2008-01-01,2008-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,1729.500000,A"
"IRL,2009-01-01,2009-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,1450.200000,A"
"IRL,2010-01-01,2010-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,1329.200000,A"
"IRL,2011-01-01,2011-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,1746.100000,A"
"IRL,2012-01-01,2012-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,1823.600000,A"
"IRL,2013-01-01,2013-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,1933.300000,A"
"IRL,1991-01-01,1991-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,62.970000,I"
"IRL,1992-01-01,1992-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,55.180000,I"
"IRL,1993-01-01,1993-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,55.340000,I"
"IRL,1994-01-01,1994-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,57.730000,I"
"IRL,1995-01-01,1995-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,55.420000,I"
"IRL,1996-01-01,1996-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,62.660000,I"
"IRL,1997-01-01,1997-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,60.430000,I"
"IRL,1998-01-01,1998-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,58.200000,I"
"IRL,1999-01-01,1999-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,56.850000,I"
"IRL,2000-01-01,2000-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,54.710000,I"
"IRL,2001-01-01,2001-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,56.140000,I"
"IRL,2002-01-01,2002-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,56.140000,I"
"IRL,2003-01-01,2003-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,64.560000,I"
"IRL,2004-01-01,2004-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,58.340000,I"
"IRL,2005-01-01,2005-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,57.130000,I"
"IRL,2006-01-01,2006-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,57.020000,I"
"IRL,2007-01-01,2007-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,66.250000,I"
"IRL,2008-01-01,2008-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,73.940000,I"
"IRL,2009-01-01,2009-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,65.370000,I"
"IRL,2010-01-01,2010-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,62.840000,I"
"IRL,2011-01-01,2011-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,78.660000,I"
"IRL,2012-01-01,2012-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,88.880000,I"
"IRL,2013-01-01,2013-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,91.180000,I"
"IRL,2014-01-01,2014-12-31,104,'372,Ireland,1062,'0231,""Hen eggs in shell, fresh"",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,92.920000,I"
